work_year,salary,remote_ratio,experience_level,employment_type,job_title,employee_residence,company_location,company_size,prediction
2023,140000,0,MI,FT,Data Analytics Manager,US,US,M,140000.0
2021,102000,0,SE,FT,Computer Vision Engineer,BR,BR,M,39567.75
2022,70000,0,SE,FT,Data Specialist,US,US,M,70000.0
2022,188100,0,SE,FT,Data Engineer,US,US,M,188090.4
2023,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2021,152000,100,SE,FT,Data Science Manager,US,FR,L,151331.63
2023,200000,0,MI,FT,Research Engineer,US,US,M,200000.0
2023,120000,100,MI,FT,Data Engineer,US,US,M,120000.0
2023,239000,100,EX,FT,Data Engineer,US,US,M,239000.0
2023,120250,100,SE,FT,Data Analyst,US,US,M,120232.3
2022,216000,100,EX,FT,Data Engineer,US,US,M,216025.0
2023,126000,0,SE,FT,Data Engineer,US,US,M,126000.0
2023,85000,100,EN,FT,Data Analyst,US,US,M,85000.0
2023,75000,100,SE,FT,Data Analyst,US,US,M,75000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,48000,100,MI,FT,Data Scientist,RU,US,S,48310.64
2023,87980,0,SE,FT,Data Engineer,US,US,M,87753.77
2021,144000,100,SE,FT,Data Science Manager,US,US,L,144000.0
2020,110000,100,MI,FT,Data Engineer,US,US,L,109727.38
2022,130000,100,SE,FT,Data Scientist,US,US,M,130000.0
2023,230000,0,SE,FT,Research Engineer,US,US,M,230000.0
2022,89200,100,SE,FT,Data Analyst,US,US,M,89336.0
2022,115000,0,SE,FT,Data Engineer,US,US,M,115000.0
2023,180000,100,SE,FT,Data Architect,US,US,M,180000.0
2022,130000,100,SE,FT,Data Analyst,CA,CA,M,127695.88
2023,90700,0,SE,FT,Data Modeler,US,US,M,90696.2
2022,75000,0,MI,FT,Data Engineer,GB,GB,M,92350.0
2020,130000,100,SE,FT,Principal Data Scientist,DE,DE,M,141073.19
2023,106800,0,SE,FT,Data Analyst,US,US,M,106800.0
2023,200000,0,SE,FT,Research Engineer,US,US,M,200000.0
2022,99000,0,SE,FT,Data Analyst,US,US,M,99005.0
2022,200000,100,SE,FT,Data Engineer,US,US,M,200000.0
2022,80000,100,SE,FT,Data Engineer,US,US,M,80000.0
2023,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2022,106000,0,EX,FT,Data Science Manager,UZ,RU,L,106185.84
2022,173000,50,MI,FT,Applied Machine Learning Scientist,US,US,M,172968.0
2022,65000,0,MI,FT,Machine Learning Engineer,GB,GB,M,79638.25
2023,104500,0,MI,FT,Data Science Manager,US,US,M,104459.4
2023,162500,0,SE,FT,Data Scientist,US,US,M,162500.0
2022,197000,0,SE,FT,Data Engineer,US,US,M,197006.0
2022,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2022,80000,0,MI,FT,Data Analyst,US,US,M,80000.0
2021,69600,0,MI,FT,Data Scientist,BR,BR,S,37504.14
2022,35000,100,SE,FT,Data Engineer,GB,GB,M,42940.01
2021,115000,100,SE,FT,Data Analyst,US,US,S,115100.0
2023,202353,0,SE,FT,ML Engineer,US,US,M,202322.87
2022,40300,100,EN,FT,Data Analyst,BR,BR,L,18972.31
2023,120000,0,SE,FT,Data Manager,US,US,M,120000.0
2023,249300,0,EX,FT,Director of Data Science,US,US,M,249326.4
2023,185000,0,MI,FT,Research Scientist,US,US,M,185000.0
2021,130000,50,MI,FT,Data Scientist,US,US,L,129532.33
2022,65000,100,MI,FT,Data Engineer,GB,GB,M,80054.81
2021,165000,100,SE,FT,Data Scientist,US,US,L,165073.09
2023,100500,0,SE,FT,Data Analyst,US,US,M,100420.0
2021,8500000,50,MI,FT,ML Engineer,JP,JP,S,69919.77
2023,165000,0,MI,FT,Data Analyst,US,US,M,165000.0
2023,139500,0,SE,FT,Machine Learning Engineer,US,US,M,139500.0
2022,155000,100,MI,FT,Data Scientist,US,US,L,155000.0
2022,110925,100,SE,FT,Data Analyst,US,US,M,110918.75
2023,140000,100,SE,FT,BI Developer,US,US,M,140000.0
2021,4000000,50,SE,FT,Data Science Manager,IN,US,L,56095.45
2023,55000,100,MI,FT,Data Engineer,GB,GB,M,66971.44
2020,188000,100,SE,FT,Data Engineer,US,US,L,187993.1
2022,80000,100,MI,FT,Data Engineer,ES,ES,M,83039.75
2023,172100,0,SE,FT,Data Scientist,US,US,M,172076.0
2023,150000,0,SE,FT,Machine Learning Engineer,US,US,M,150000.0
2023,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2022,34320,100,EN,PT,Data Analyst,US,US,S,35352.52
2022,137141,100,SE,FT,Data Science Manager,US,US,M,136447.28
2022,80000,100,EN,FT,Data Engineer,US,US,L,80000.0
2021,54000,50,SE,FT,Data Analyst,DE,DE,L,62500.61
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2022,45000,0,SE,FT,Data Scientist,ES,ES,M,47290.09
2022,135000,100,SE,FT,Analytics Engineer,US,US,M,135000.0
2022,100000,0,MI,FT,Data Scientist,US,US,M,100000.0
2022,160000,100,MI,FT,Data Engineer,US,US,M,160000.0
2023,145000,0,SE,FT,Data Analyst,US,US,M,145000.0
2021,12000,100,EN,PT,AI Scientist,PK,US,M,12014.0
2022,106800,100,SE,FT,Data Scientist,US,US,M,106804.0
2022,160000,100,MI,FT,Machine Learning Scientist,US,US,L,160000.0
2022,213120,100,SE,FT,Data Architect,US,US,M,213076.4
2023,145000,100,SE,FT,Data Scientist,US,US,M,145000.0
2023,94300,0,SE,FT,Data Engineer,US,US,M,94264.72
2023,153000,100,SE,FT,Data Engineer,CA,CA,M,149193.56
2023,231250,100,SE,FT,Analytics Engineer,US,US,M,231252.5
2023,202000,100,SE,FT,Data Engineer,US,US,M,202011.24
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2023,190000,0,SE,FT,Data Scientist,US,US,M,190000.0
2023,120000,100,MI,FT,Research Engineer,US,US,M,120000.0
2022,136000,0,SE,FT,Data Engineer,US,US,M,136000.0
2022,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2022,26000,50,EN,FT,Data Science Consultant,ES,ES,L,26873.34
2023,155000,0,EX,FT,Data Architect,US,US,M,155000.0
2023,100000,100,SE,FT,Machine Learning Infrastructure Engineer,FR,FR,M,104684.09
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,141525,0,SE,FT,Data Scientist,US,US,M,141480.25
2023,115000,100,SE,FT,Data Scientist,US,US,M,115004.4
2022,45000,100,MI,FT,Data Engineer,ES,ES,M,47557.71
2020,35000,0,EN,FT,Data Scientist,FR,FR,M,39098.33
2022,55000,100,SE,FT,Data Analyst,US,US,M,55012.0
2022,100000,100,SE,FT,Machine Learning Engineer,US,US,M,100234.85
2021,235000,100,EX,FT,Head of Data,US,US,L,235010.0
2022,200000,100,SE,FT,Data Science Manager,US,US,M,200000.0
2023,258000,0,SE,FT,Data Scientist,CA,CA,M,257987.5
2022,45000,0,SE,FT,Data Scientist,ES,ES,M,47290.09
2023,155000,0,EX,FT,Data Analytics Manager,US,US,M,155000.0
2022,135000,100,SE,FT,Data Engineer,US,US,M,135000.0
2022,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2023,75000,100,SE,FT,Data Analyst,US,US,M,75000.0
2021,1200000,100,EN,FT,Big Data Engineer,IN,IN,L,16112.85
2023,186300,100,SE,FT,Data Scientist,US,US,M,186258.0
2022,184100,0,SE,FT,Data Engineer,US,US,M,184083.0
2021,240000,0,SE,FT,Data Science Manager,US,US,L,240056.0
2023,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2023,173000,100,SE,FT,Analytics Engineer,US,US,M,173006.0
2023,133800,100,SE,FT,Data Engineer,US,US,M,133815.92
2022,104890,100,SE,FT,Data Scientist,US,US,M,104930.7
2023,105200,0,SE,FT,Data Manager,US,US,M,105202.0
2022,175000,100,SE,FT,Data Architect,US,US,M,174975.0
2022,81666,100,SE,FT,Data Analyst,US,US,M,81666.0
2022,130050,100,SE,FT,Data Analyst,US,US,M,130033.19
2022,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2023,206500,100,SE,FT,Data Analyst,US,US,M,206526.14
2021,75000,0,MI,FT,Data Analyst,US,US,L,77468.52
2022,210000,100,SE,FT,Data Architect,US,US,M,210031.2
2022,225000,100,SE,FT,Data Architect,US,US,M,225000.0
2021,40000,100,MI,FT,Machine Learning Engineer,ES,ES,S,46529.16
2022,104000,100,SE,FT,Data Scientist,US,US,M,104000.0
2022,139860,0,SE,FT,Data Engineer,US,US,M,139906.2
2023,165000,0,SE,FT,Data Engineer,US,US,M,165000.0
2022,144000,100,SE,FT,Data Engineer,US,US,M,144000.0
2023,120000,0,MI,FT,Data Scientist,US,US,M,120000.0
2022,52000,100,MI,FT,Data Scientist,NL,NL,S,54392.05
2022,102100,100,SE,FT,Data Analyst,US,US,M,102109.9
2023,230000,0,SE,FT,Analytics Engineer,US,US,M,230000.0
2023,48000,0,SE,FT,Data Analyst,ES,ES,M,51298.72
2022,75000,100,MI,FT,Data Analyst,US,US,M,75000.0
2023,137500,0,SE,FT,Data Engineer,US,US,M,137432.43
2022,236000,100,SE,FT,Data Engineer,US,US,M,236068.0
2021,420000,100,MI,FT,Data Scientist,IN,US,S,9894.32
2022,202900,100,SE,FT,Machine Learning Engineer,US,US,L,202895.06
2022,215000,0,SE,FT,Data Engineer,US,US,M,215034.0
2023,175000,0,SE,FT,Research Engineer,US,US,M,175000.0
2022,150000,0,SE,FT,Data Scientist,US,US,M,150000.0
2022,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2022,40000,100,EN,FT,Data Scientist,JP,MY,L,40271.9
2023,186000,0,SE,FT,Data Scientist,US,US,M,185993.0
2023,172200,0,SE,FT,Data Science Lead,US,US,M,172200.0
2022,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2023,145000,100,SE,FT,Data Scientist,US,US,M,145000.0
2022,180000,0,MI,FT,Data Scientist,US,US,M,180000.0
2022,101570,100,SE,FT,Data Scientist,US,US,M,101663.0
2022,100000,100,MI,FT,Analytics Engineer,US,US,M,100000.0
2022,73400,100,SE,FT,Applied Machine Learning Scientist,FR,GB,L,79528.78
2023,205000,0,EX,FT,Data Engineer,US,US,M,205003.0
2022,32400,100,EN,FT,BI Data Analyst,BR,BR,L,13789.42
2022,110600,0,SE,FT,Data Analyst,US,US,M,110600.0
2023,136000,0,SE,FT,Research Scientist,US,US,M,136000.0
2023,260000,100,SE,FT,ML Engineer,CA,CA,M,260000.0
2023,252000,0,SE,FT,Data Scientist,US,US,M,252000.0
2023,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2022,112900,100,SE,FT,Data Analyst,US,US,M,112900.0
2023,215000,0,SE,FT,Computer Vision Engineer,US,US,M,214994.0
2023,250000,0,MI,FT,Data Engineer,US,US,M,250000.0
2022,127000,100,SE,FT,Data Scientist,US,US,M,127037.25
2023,206000,0,MI,FT,Data Analyst,US,US,M,205998.19
2023,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2023,35000,0,SE,FT,Data Engineer,PT,PT,M,37439.89
2021,21844,50,EN,FT,Machine Learning Engineer,CO,CO,M,22725.37
2022,1440000,50,MI,FT,Business Data Analyst,IN,IN,L,18027.02
2021,4900000,0,SE,FT,Machine Learning Engineer,IN,IN,L,63507.95
2023,90000,0,MI,FT,Data Engineer,US,US,M,90000.0
2023,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,38000,50,EN,FT,Data Scientist,FR,FR,L,39774.31
2020,60000,100,SE,FT,Data Scientist,GR,US,L,66642.91
2023,145900,0,SE,FT,Research Scientist,US,US,M,145928.0
2023,75000,0,MI,FT,Data Engineer,US,US,M,75000.0
2023,153400,0,SE,FT,Data Scientist,US,US,M,153430.0
2022,110600,0,SE,FT,Data Analyst,US,US,M,110600.0
2023,121600,100,SE,FT,Data Analyst,US,US,M,121592.0
2023,30000,100,MI,CT,ML Engineer,US,US,S,30152.53
2022,150000,0,MI,FT,Data Analyst,US,US,M,150000.0
2023,185000,100,SE,FT,Data Analyst,US,US,M,185000.0
2021,81000,50,EN,FT,Machine Learning Engineer,US,US,S,81597.97
2022,24000,0,MI,FT,Data Engineer,US,US,M,24133.65
2023,120000,0,MI,FT,Data Analyst,US,US,M,120000.0
2022,112300,100,MI,FT,Machine Learning Scientist,US,US,L,112191.0
2023,80000,0,MI,FT,Machine Learning Engineer,GB,GB,M,97379.84
2021,37456,50,MI,FT,Data Analyst,GB,GB,L,49267.64
2022,105000,0,SE,FT,Data Operations Engineer,US,US,M,105000.0
2023,1440000,50,MI,FT,Data Analytics Lead,IN,SG,M,18531.39
2022,201000,100,SE,FT,Machine Learning Engineer,US,US,M,201046.0
2023,155000,0,SE,FT,Data Scientist,US,US,M,155000.0
2022,81666,100,SE,FT,Data Analyst,US,US,M,81666.0
2020,150000,50,SE,FT,Machine Learning Engineer,US,US,L,149342.08
2023,70000,0,MI,FT,Data Engineer,US,US,M,70035.46
2022,125000,0,EN,FT,Computer Vision Engineer,US,US,M,125000.0
2021,1250000,50,MI,FT,Data Analyst,IN,IN,L,16736.93
2023,92000,100,SE,FT,Data Architect,GB,GB,M,97927.39
2023,105200,0,SE,FT,Data Engineer,US,US,M,105204.0
2023,55000,0,EN,FT,Data Analyst,US,US,M,55001.0
2021,90000,100,EN,FT,Data Analyst,US,US,S,90000.0
2023,280700,100,MI,FT,Machine Learning Engineer,US,US,M,280554.2
2023,95000,100,EN,FT,Data Analyst,US,US,M,95000.0
2023,30000,100,EN,FT,Data Analyst,AR,US,S,30033.97
2023,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2023,70000,0,SE,FT,Data Analyst,US,US,M,70000.0
2021,90000,100,MI,FT,Data Analyst,US,US,M,89857.74
2023,149076,0,SE,FT,Data Scientist,US,US,M,149073.78
2023,48000,100,MI,FT,Machine Learning Engineer,GB,GB,M,58528.59
2023,142200,0,SE,FT,Machine Learning Engineer,US,US,M,142200.0
2022,159000,0,SE,FT,Data Scientist,US,US,L,159000.85
2022,99750,100,SE,FT,Data Analyst,US,US,M,99842.5
2023,248100,0,SE,FT,Research Scientist,CA,CA,M,248097.0
2023,239000,100,EX,FT,Data Engineer,US,US,M,239000.0
2023,158677,100,SE,FT,Data Scientist,US,US,M,158793.74
2022,192600,100,SE,FT,Machine Learning Engineer,US,US,M,192561.64
2022,106800,0,SE,FT,Data Engineer,US,US,M,106802.0
2022,102100,0,MI,FT,Data Scientist,US,US,M,102132.2
2023,200000,0,SE,FT,ML Engineer,US,US,M,200000.0
2021,135000,100,MI,FT,Data Analyst,US,US,L,135000.0
2022,100000,100,MI,FT,Machine Learning Researcher,US,US,M,100000.0
2023,299500,0,SE,FT,Data Science Manager,US,US,M,291078.15
2023,126100,0,SE,FT,Applied Scientist,US,US,L,126058.0
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2021,147000,50,MI,FT,Data Scientist,US,US,L,147031.0
2021,85000,50,MI,FT,Data Scientist,GB,GB,L,114254.88
2023,115000,100,SE,FT,Cloud Database Engineer,US,US,M,115000.0
2023,185000,0,SE,FT,Data Engineer,US,US,M,185000.0
2023,160000,0,SE,FT,BI Analyst,US,US,M,160000.0
2022,135000,100,SE,FT,Data Architect,US,US,M,135000.0
2022,93700,100,SE,FT,Data Analyst,US,US,M,93729.68
2023,145000,0,MI,FT,Machine Learning Engineer,US,US,M,145000.0
2022,134000,0,MI,FT,Data Manager,US,US,M,134000.0
2022,195700,0,SE,FT,Data Engineer,US,US,M,195708.0
2022,160395,100,SE,FT,Data Engineer,US,US,M,160287.0
2022,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2022,80000,100,MI,FT,Data Engineer,GB,GB,M,98468.5
2022,144854,100,SE,FT,Data Architect,US,US,M,144877.36
2023,120000,0,EN,FT,Deep Learning Engineer,US,US,M,120000.0
2023,120000,0,SE,FT,Data Manager,US,US,M,120000.0
2022,191200,0,SE,FT,Data Engineer,US,US,M,191205.5
2023,167580,0,SE,FT,Data Engineer,US,US,M,167565.8
2023,102000,0,MI,FT,Data Engineer,US,US,M,102003.7
2022,90700,100,SE,FT,Data Architect,CA,CA,M,86200.6
2023,165750,100,SE,FT,Machine Learning Scientist,US,US,M,165789.0
2022,60000,100,MI,FT,Data Operations Engineer,US,US,M,60026.0
2021,180000,100,MI,FT,Data Architect,US,US,L,180000.0
2021,13400,100,EN,FT,Data Scientist,UA,UA,L,13303.75
2022,185900,0,SE,FT,Data Engineer,US,US,M,185900.0
2023,120000,0,SE,FT,Data Scientist,US,US,M,120000.0
2022,175000,100,SE,FT,Data Scientist,US,US,M,175000.0
2023,185000,100,SE,FT,Data Engineer,US,US,M,185000.0
2023,80000,0,SE,FT,Data Engineer,US,US,M,80000.0
2023,160000,100,SE,FT,Data Engineer,CA,CA,M,154318.93
2022,60000,100,SE,FT,Data Analyst,US,US,M,60060.0
2022,260000,100,EX,FT,Data Engineer,US,US,M,259975.0
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2023,250000,0,MI,FT,Data Engineer,US,US,M,250000.0
2022,144100,0,SE,FT,Data Analyst,US,US,M,144078.0
2022,184000,100,SE,FT,Applied Scientist,US,US,M,184000.0
2023,175000,0,SE,FT,Data Science Manager,US,US,M,175000.0
2023,224000,0,SE,FT,Data Scientist,CA,CA,M,223941.5
2023,179820,0,SE,FT,Analytics Engineer,US,US,M,179832.35
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2023,100000,0,EN,FT,Research Scientist,US,US,M,100000.0
2023,125000,0,EN,FT,Research Engineer,US,US,M,125000.0
2022,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2020,91000,100,EN,FT,Data Analyst,US,US,L,90846.4
2022,145000,100,SE,FT,Data Engineer,US,US,M,145000.0
2023,179975,100,SE,FT,Data Analyst,US,US,M,179989.15
2022,148000,100,SE,FT,Data Scientist,US,US,M,148125.49
2023,175000,0,MI,FT,Data Engineer,US,US,M,175000.0
2022,20000,50,EN,FT,Data Analyst,CR,US,M,20343.03
2023,175000,100,SE,FT,Data Analyst,US,US,M,175000.0
2023,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2022,180000,100,SE,FT,Data Scientist,US,US,L,180000.0
2022,60000,100,MI,FT,Data Engineer,GB,GB,M,73931.9
2022,130000,100,SE,FT,ML Engineer,US,US,M,130000.0
2022,130000,0,SE,FT,Data Analyst,US,US,M,130000.0
2023,90000,0,EN,FT,Data Engineer,US,US,M,90000.0
2023,120000,0,SE,FT,Data Scientist,US,US,M,120000.0
2022,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,200000,0,SE,FT,Research Scientist,US,US,M,200000.0
2022,90000,0,MI,FT,Data Engineer,GB,GB,M,110159.67
2022,112900,0,SE,FT,Data Analyst,US,US,M,112900.0
2022,248700,0,SE,FT,Machine Learning Engineer,US,US,M,248599.4
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,75000,0,MI,FT,Data Scientist,GB,GB,M,92445.21
2023,200000,100,SE,FT,Data Engineer,US,US,M,200000.0
2022,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2022,83000,0,EN,FT,Machine Learning Engineer,US,US,L,83545.13
2022,100000,0,SE,FT,Data Engineer,US,US,M,100000.0
2022,160000,100,SE,FT,Data Scientist,US,US,L,160000.0
2022,175000,100,MI,FT,Data Engineer,US,US,M,175000.0
2021,110000,0,MI,FT,Head of Data Science,US,US,S,108411.66
2022,122000,0,SE,FT,Data Science Consultant,US,US,M,122014.04
2023,180000,100,MI,FT,Data Scientist,US,US,M,180000.0
2022,135000,100,SE,FT,Data Scientist,US,US,M,135000.0
2023,170000,0,SE,FT,Machine Learning Engineer,US,US,M,170000.0
2023,226700,0,SE,FT,Data Engineer,US,US,M,226608.0
2023,90000,100,SE,FT,Data Analyst,US,US,M,90000.0
2022,66000,100,SE,FT,Lead Machine Learning Engineer,PT,PT,L,68835.33
2023,134000,0,SE,FT,Data Scientist,US,US,M,133999.0
2023,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2022,189650,0,SE,FT,Machine Learning Engineer,US,US,M,189644.0
2023,80000,0,MI,FT,Data Analyst,US,US,M,80000.0
2022,110000,100,SE,FT,Analytics Engineer,US,US,M,110000.0
2022,194000,100,SE,FT,Data Engineer,US,US,M,193992.5
2023,125000,0,MI,FT,Data Engineer,US,US,M,125000.0
2023,153600,0,SE,FT,Data Analyst,US,US,M,153600.0
2022,120000,100,SE,FT,Data Scientist,US,US,S,120060.8
2023,176000,0,SE,FT,Data Engineer,US,US,M,175991.32
2022,135000,0,MI,FT,Machine Learning Scientist,US,US,M,135000.0
2023,209300,100,SE,FT,Data Scientist,US,US,M,209143.98
2022,75000,0,MI,FT,Machine Learning Engineer,GB,GB,M,92506.78
2023,230000,0,SE,FT,Data Engineer,US,US,M,230000.0
2023,140000,100,MI,FT,Data Scientist,US,US,M,140000.0
2022,95000,0,MI,FT,Data Engineer,US,US,M,95000.0
2021,150000,100,MI,FT,Data Science Lead,US,US,M,150000.0
2022,146000,0,SE,FT,Data Engineer,US,US,M,146000.0
2023,100000,100,MI,FT,Data Analyst,CA,CA,M,96991.83
2023,100000,100,MI,FT,Deep Learning Engineer,US,US,M,100000.0
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2023,175000,100,SE,FT,Data Engineer,US,US,M,175000.0
2022,65000,100,MI,FT,Data Engineer,GB,GB,M,80054.81
2022,201000,0,SE,FT,Machine Learning Engineer,US,US,M,201010.0
2023,60027,0,SE,FT,Data Manager,GB,GB,M,73142.32
2023,133832,0,SE,FT,Data Engineer,US,US,M,133832.56
2021,276000,0,SE,FT,Lead Data Engineer,US,US,L,275888.0
2023,135000,0,SE,FT,Data Scientist,US,US,M,135000.0
2022,25000,100,SE,FT,Data Engineer,US,US,M,24860.6
2023,175000,0,SE,FT,Data Analyst,US,US,M,175000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2023,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2023,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2023,162500,0,MI,FT,Data Engineer,US,US,M,162500.0
2023,129000,0,SE,FT,Data Engineer,US,US,M,129000.0
2022,190000,100,SE,FT,Data Architect,US,US,M,190000.0
2022,52500,0,SE,FT,Data Analyst,US,US,M,52468.94
2023,140000,0,SE,FT,Data Scientist,US,US,M,140000.0
2023,130000,0,SE,FT,Data Engineer,US,US,M,130000.0
2023,259000,100,SE,FT,Data Engineer,US,US,M,258845.0
2022,3000000,100,SE,FT,Principal Data Architect,IN,IN,L,39340.44
2021,170000,100,MI,FT,Data Architect,US,US,L,170000.0
2023,65000,0,SE,FT,Data Engineer,US,US,M,65062.93
2022,129000,100,EN,FT,Data Engineer,US,US,L,128980.0
2021,53000,50,MI,FT,Research Scientist,FR,FR,M,61236.57
2023,65000,0,MI,FT,Data Analyst,GB,GB,M,78848.63
2022,122600,0,SE,FT,Data Engineer,US,US,M,122585.0
2022,30000,100,MI,FT,Data Analyst,GB,GB,M,35027.47
2022,205000,100,SE,FT,Applied Scientist,US,US,M,205000.0
2023,162500,0,MI,FT,Data Engineer,US,US,M,162500.0
2023,126000,0,SE,FT,Machine Learning Engineer,US,US,M,126000.0
2022,153600,100,SE,FT,Data Scientist,US,US,M,153596.0
2020,10000,100,EN,FT,Data Analyst,NG,NG,S,10002.26
2023,95000,0,MI,FT,Data Engineer,US,US,M,95000.0
2022,131300,100,SE,FT,Machine Learning Engineer,US,US,L,131292.0
2023,135000,0,EN,FT,Data Engineer,US,US,M,135000.0
2022,129400,100,SE,FT,Data Engineer,US,US,M,129361.0
2023,265000,100,SE,FT,Data Engineer,US,US,M,264825.5
2022,85000,100,SE,FT,Data Engineer,US,US,M,85005.0
2022,120000,0,MI,FT,Data Scientist,AU,AU,L,85484.69
2021,150000,0,SE,FT,Data Engineer,US,US,L,150000.0
2022,212800,100,SE,FT,Applied Scientist,US,US,M,212895.8
2022,153600,0,SE,FT,Data Engineer,US,US,M,153600.0
2022,84000,100,SE,FT,Data Scientist,ES,GB,L,91162.93
2022,165000,0,MI,FT,Machine Learning Scientist,US,US,M,165007.5
2022,130000,0,SE,FT,Data Analyst,US,US,M,130000.0
2023,58000,100,EN,FT,Data Engineer,US,US,M,57993.27
2022,150000,0,SE,FT,Data Analyst,US,US,M,150000.0
2023,110000,50,EN,FT,Data Scientist,US,US,S,108806.9
2022,45000,0,SE,FT,Data Scientist,ES,ES,M,47290.09
2022,75000,100,MI,FT,Applied Machine Learning Scientist,BO,US,M,75313.82
2022,95000,0,SE,FT,Data Scientist,US,US,M,94788.92
2023,170000,100,SE,FT,Cloud Database Engineer,US,US,L,170000.0
2021,1600000,50,EN,FT,Data Engineer,IN,IN,M,22106.4
2022,90320,100,SE,FT,Data Analyst,US,US,M,90313.6
2023,110000,100,SE,FT,BI Developer,US,US,M,110000.0
2021,120000,50,EN,PT,Computer Vision Software Engineer,DK,DK,L,57132.42
2023,95000,100,MI,FT,Data Analyst,US,US,M,95000.0
2021,75000,50,MI,FT,Data Scientist,DE,DE,L,85897.57
2022,164000,100,SE,FT,Applied Scientist,US,US,M,163620.01
2023,40000,50,EN,FT,Applied Machine Learning Scientist,DE,DE,M,42356.46
2020,37000,50,MI,FT,Data Scientist,FR,FR,S,40941.86
2022,60000,100,MI,FT,Data Operations Engineer,US,US,M,60026.0
2022,115000,100,SE,FT,Data Engineer,US,US,M,115000.0
2023,230000,0,MI,FT,Research Engineer,US,US,M,230000.0
2022,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2023,175000,0,MI,FT,Machine Learning Engineer,US,US,M,175000.0
2022,195400,100,SE,FT,Data Architect,US,US,L,195412.0
2021,70000,50,SE,FT,Data Engineer,GB,GB,L,93039.52
2022,180000,0,MI,FT,Data Scientist,US,US,M,180000.0
2022,185000,100,SE,FT,Data Scientist,US,US,M,185000.0
2023,200160,0,SE,FT,Data Scientist,US,US,M,200144.6
2023,210000,100,MI,FT,Research Scientist,US,US,M,210018.28
2020,4450000,100,EN,FT,Data Engineer,JP,JP,S,45325.99
2022,145000,50,MI,FT,Research Scientist,US,US,L,145000.0
2023,136850,100,SE,FT,Data Operations Engineer,US,US,M,136882.99
2022,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2023,275000,0,SE,FT,Research Engineer,DE,DE,M,275025.0
2022,65000,100,SE,FT,Machine Learning Engineer,IE,IE,S,67319.75
2023,160000,0,SE,FT,Data Scientist,US,US,M,160000.0
2022,85000,0,EN,FT,Data Scientist,US,US,M,85043.06
2022,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,125000,0,MI,FT,Research Scientist,US,US,M,125000.0
2023,75000,100,EN,FT,Data Analyst,US,US,M,75000.0
2022,187200,100,SE,FT,Machine Learning Engineer,CA,CA,M,187200.0
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2021,60000,100,EN,FT,Data Analyst,US,US,S,61153.82
2023,156400,0,SE,FT,Data Scientist,US,US,M,156396.0
2022,172200,0,SE,FT,Data Engineer,US,US,M,172212.0
2023,130000,100,SE,FT,Analytics Engineer,US,US,M,130000.0
2022,1400000,100,EN,FT,Data Scientist,IN,IN,M,17584.0
2023,170000,100,SE,FT,Data Scientist,US,US,M,170000.0
2023,176100,0,SE,FT,Machine Learning Engineer,US,US,L,176073.16
2022,63000,0,SE,FT,Data Engineer,US,US,M,63009.0
2022,260000,100,SE,FT,Data Scientist,US,US,M,260000.0
2021,20000,100,EN,FT,Machine Learning Engineer,IN,IN,S,20293.57
2022,105000,0,SE,FT,Data Analyst,US,US,M,105000.0
